category,TYPE,VRRM,IF(AV) ,IFSM,VF,IR ,Trr ,TJ Max.,Package,file_id
10,K12,20,1,30,0.55,100,-,150,SOD-123FL,465
10,K14,40,1,30,0.55,100,-,150,SOD-123FL,465
10,K16,60,1,30,0.7,100,-,150,SOD-123FL,465
10,K18,80,1,30,0.85,50,-,150,SOD-123FL,465
10,K110,100,1,30,0.85,50,-,150,SOD-123FL,465
10,K115,150,1,30,0.92,50,-,150,SOD-123FL,465
10,K120,200,1,30,0.92,50,-,150,SOD-123FL,465
10,K22,20,2,50,0.55,100,-,150,SOD-123FL,466
10,K24,40,2,50,0.55,100,-,150,SOD-123FL,466
10,K26,60,2,50,0.7,100,-,150,SOD-123FL,466
10,K28,80,2,50,0.85,50,-,150,SOD-123FL,466
10,K210,100,2,50,0.85,50,-,150,SOD-123FL,466
10,K215,150,2,50,0.92,50,-,150,SOD-123FL,466
10,K220,200,2,50,0.92,50,-,150,SOD-123FL,466
10,K32,20,3,70,0.55,100,-,150,SOD-123FL,467
10,K34,40,3,70,0.55,100,-,150,SOD-123FL,467
10,K36,60,3,70,0.7,100,-,150,SOD-123FL,467
10,K38,80,3,70,0.85,50,-,150,SOD-123FL,467
10,K310,100,3,70,0.85,50,-,150,SOD-123FL,467
10,K315,150,3,70,0.92,50,-,150,SOD-123FL,467
10,K320,200,3,70,0.92,50,-,150,SOD-123FL,467
10,SS12F,20,1,30,0.55,100,-,150,SMAF,519
10,SS14F,40,1,30,0.55,100,-,150,SMAF,519
10,SS16F,60,1,30,0.7,100,-,150,SMAF,519
10,SS18F,80,1,30,0.85,100,-,150,SMAF,519
10,SS110F,100,1,30,0.85,50,-,150,SMAF,519
10,SS115F,150,1,30,0.92,50,-,150,SMAF,519
10,SS120F,200,1,30,0.92,50,-,150,SMAF,519
10,SS22F,20,2,50,0.55,100,-,150,SMAF,521
10,SS24F,40,2,50,0.55,100,-,150,SMAF,521
10,SS26F,60,2,50,0.7,100,-,150,SMAF,521
10,SS28F,80,2,50,0.85,50,-,150,SMAF,521
10,SS210F,100,2,50,0.85,50,-,150,SMAF,521
10,SS215F,150,2,50,0.92,50,-,150,SMAF,521
10,SS220F,200,2,50,0.92,50,-,150,SMAF,521
10,SS32F,20,3,80,0.55,100,-,150,SMAF,524
10,SS34F,40,3,80,0.55,100,-,150,SMAF,524
10,SS36F,60,3,80,0.7,100,-,150,SMAF,524
10,SS38F,80,3,80,0.85,50,-,150,SMAF,524
10,SS310F,100,3,80,0.85,50,-,150,SMAF,524
10,SS315F,150,3,80,0.92,50,-,150,SMAF,524
10,SS320F,200,3,80,0.92,50,-,150,SMAF,524
10,SS52F,20,5,120,0.55,100,-,150,SMAF,527
10,SS54F,40,5,120,0.55,100,-,150,SMAF,527
10,SS55F,50,5,120,0.7,100,-,150,SMAF,527
10,SS56F,60,5,120,0.7,100,-,150,SMAF,527
10,SS58F,80,5,120,0.85,50,-,150,SMAF,527
10,SS510F,100,5,120,0.85,50,-,150,SMAF,527
10,SS515F,150,5,120,0.92,50,-,150,SMAF,527
10,SS520F,200,5,120,0.92,50,-,150,SMAF,527
10,SL540,40,5,120,0.48,500,-,150,TO-277B,509
10,SL545,45,5,120,0.48,500,-,150,TO-277B,509
10,SL550,50,5,120,0.48,500,-,150,TO-277B,509
10,SL560,60,5,120,0.55,500,-,150,TO-277B,509
10,SL580,80,5,120,0.70 ,200,-,150,TO-277B,509
10,SL5100,100,5,120,0.70 ,200,-,150,TO-277B,509
10,SL840,40,8,150,0.48,500,-,150,TO-277B,510
10,SL845,45,8,150,0.48,500,-,150,TO-277B,510
10,SL850,50,8,150,0.48,500,-,150,TO-277B,510
10,SL860,60,8,150,0.55,500,-,150,TO-277B,510
10,SL880,80,8,150,0.70 ,200,-,150,TO-277B,510
10,SL8100,100,8,150,0.70 ,200,-,150,TO-277B,510
10,SL1040,40,10,175,0.48,500,-,150,TO-277B,511
10,SL1045,45,10,175,0.48,500,-,150,TO-277B,511
10,SL1050,50,10,175,0.48,500,-,150,TO-277B,511
10,SL1060,60,10,175,0.55,500,-,150,TO-277B,511
10,SL1080,80,10,175,0.70 ,200,-,150,TO-277B,511
10,SL10100,100,10,175,0.70 ,200,-,150,TO-277B,511
10,SL1240,40,12,200,0.48,500,-,150,TO-277B,512
10,SL1245,45,12,200,0.48,500,-,150,TO-277B,512
10,SL1250,50,12,200,0.48,500,-,150,TO-277B,512
10,SL1260,60,12,200,0.55,500,-,150,TO-277B,512
10,SL1280,80,12,200,0.70 ,200,-,150,TO-277B,512
10,SL12100,100,12,200,0.70 ,200,-,150,TO-277B,512
10,SL1540,40,15,250,0.48,500,-,150,TO-277B,513
10,SL1545,45,15,250,0.48,500,-,150,TO-277B,513
10,SL1550,50,15,250,0.48,500,-,150,TO-277B,513
10,SL1560,60,15,250,0.55,500,-,150,TO-277B,513
10,SL1580,80,15,250,0.70 ,200,-,150,TO-277B,513
10,SL15100,100,15,250,0.70 ,200,-,150,TO-277B,513
